sample_index,mean_trace,std_trace
886,0.23788735,0.0049092607
887,0.054293554,0.0039810953
888,-0.38051215,0.0041227285
889,-0.26625356,0.005615825
890,0.2365418,0.004797238
891,0.056078564,0.004078807
892,-0.33799037,0.0038349652
893,-0.053128272,0.0038456586
894,0.3685711,0.0040601967
895,0.13425995,0.0033398184
896,-0.27290943,0.0038888222
897,-0.014825244,0.0035790768
898,0.39131695,0.0041402946
899,0.14739048,0.0035020898
900,-0.27321827,0.003726733
901,-0.020617431,0.0036355564
902,0.38477528,0.0040078284
903,0.14365883,0.0035733846
904,-0.28227016,0.0038220268
905,-0.02285669,0.0034969156
906,0.38303092,0.004271479
907,0.14139219,0.0037795198
908,-0.28643033,0.0038359524
909,-0.027414551,0.0032973064
910,0.3797892,0.0040492276
911,0.13766763,0.0036903368
912,-0.29567227,0.0037893595
913,-0.03409541,0.003770851
914,0.37508106,0.004115306
915,0.13363262,0.0034490433
916,-0.28156957,0.0037642713
